username	avr_words_pr_tweet	favourites_count	followers	friends_count	listed_count	recorded_tweets	retweet_count	statuses_count	advertiser
Lilly Rose	17	229	327	87	2	1	0	497	1
Ean Decker	11	3464	531	387	19	1	0	1356	0
William B.	23	130176	16329	17491	77	1	1	313951	0
Mullingar Chamber	13	644	1457	461	24	3	1	5735	1
Christine Gramp	17	41377	2265	4813	4	1	1	46689	0
Yvonne McLure	29	30175	183	320	5	1	1	8532	0
Debbie Fellows	22	1043	256	1751	3	5	5	4459	1
Angie King	14	101060	1584	3312	61	1	1	109259	0
Perfect Little Soup Boy	26	42134	199	418	3	1	1	18384	0
ErikDL	20	2957	71	216	0	1	1	2416	0
🌻แสงเหนือ love music☀️	23	45849	335	248	0	1	1	30729	0
Devynn ☼	20	27746	301	789	7	1	1	15184	0
The Orchard Tea Room	24	3172	3214	2601	349	1	1	52468	0
nancy r. strong	23	469226	4545	3167	355	1	1	233117	1
M. Ahmad Zafar	25	5212	721	197	34	1	1	3700	1
vinicius da silva	18	1590	122	2748	0	2	2	2228	0
Bunny	25	20669	283	301	53	1	1	62603	1
Muslima	25	3476	29144	227	175	2	1	108702	0
L #FreeAssange ⏳	18	2255	657	329	3	1	0	7116	0
Ignacio Vidal	16	201	362	418	0	1	1	2385	0
Catherine Karenina  #RJCOB	14	16351	2435	3112	2	1	0	54946	0
Kyrian Lyndon	21	2493	3920	3444	112	1	0	5003	0
Anita Didomenico	25	30294	10658	10774	7	1	1	32509	0
mum to a monster and a mini beast	29	790	89	337	4	2	2	1534	0
Uma♥️	19	4208	5205	829	14	1	0	1208	0
jeongyeon pics	35	7	1061	24	17	1	0	175	1
Proud To Be A Man	13	898	613	1416	0	2	1	370	0
UNI Global Union	16	2125	15141	2418	339	3	0	10303	0
#MajorT Tweet gain 🙏🙏🙏🙏💖	24	18272	10208	10008	33	1	1	7087	0
Vi6🐐	16	2147	11173	11861	16	1	1	8231	0
DealsLy	22	1	1	21	0	1	1	22	1
Mandi Martinelli	17	0	0	0	0	1	1	35	1
Nicole Saphier, MD	21	20867	13222	175	283	1	0	13503	0
Laia Molina	7	700	37	177	0	1	1	806	0
Lucía 👀	15	7497	918	359	19	3	3	10937	1
Blink2662	15	3	32	170	0	1	0	388	0
Rana Muhammad Khan	19	20580	2283	2630	18	1	1	33676	0
Darla	23	25828	2236	3281	8	1	1	16057	0
Rashima	17	9699	268	775	13	1	0	14851	0
jahed15	16	0	369	2847	5	1	0	3782	0
Mariah	24	7091	51	289	2	1	1	5452	0
Anita Zeta	16	4985	305	248	13	1	0	2650	0
CMHogan473🗽☄️ Nationalist ⏳	25	102069	4891	4852	15	1	1	66130	0
Health & Beauty Online	11	468	538	1927	8	3	0	1069	0
123TotalFitness	14	9	25	152	0	1	0	15	1
Marian	22	14229	779	944	25	4	4	19120	0
Aleisha Nash	17	0	0	0	0	1	1	87	1
사브리나 🐈 LY TOUR 1901💕	17	18557	135	99	6	1	1	22946	1
riana	22	26	8	150	0	2	2	233	1
rasel ahamed	23	462	18	839	0	1	1	694	0
Sahara Salinas	22	22499	183	175	37	1	1	24263	0
Jiranon	9	11164	153	623	1	1	1	4559	0
Sebastian Griesbach	5	232	577	292	43	1	0	16060	0
CoffeeBeanCorral.com	19	0	534	1059	32	1	0	172	1
Andy Wootton	23	4541	1140	1116	95	1	1	74952	0
Apitherapy News	14	8	2805	1242	77	1	0	2509	0
Bilal Salley	13	996	1	46	0	2	2	59	0
J Gonzalez Blitz	10	7676	700	771	44	2	1	13577	0
kyle french	25	255	38	266	0	1	1	659	0
TARA CHRISTOPHER	16	225	6983	6909	68	1	1	5221	0
Martin Dalton Photo	12	509	457	1000	27	1	0	1575	0
Michael Grange	7	4815	1536	1245	66	2	2	16119	0
Dan Stribling	11	2563	151	321	1	1	0	1230	0
Mervat Hosni	23	4081	35	132	0	1	1	2428	1
Cam	15	30772	576	215	1	3	2	1832	0
🦄Kope Toco🦄	12	86148	762	1057	1	1	1	67011	1
UpstateAllStarzRadio	11	3618	5084	5260	100	42	0	132857	0
GQ South Africa	11	5357	393050	1379	246	1	0	17834	1
💐Nicole💐	23	149	866	40	0	2	2	378	0
Oak Furnitureland	21	1909	5557	735	62	2	0	12863	0
Angélique Maslow	22	5064	120	232	0	1	1	5066	0
Linda Place	21	2023	17	63	0	1	1	750	0
Rai.hanaaaaaaaaaaa🐹	18	10946	113	127	0	1	1	11528	0
Political Netizen 🇳🇴🇺🇲	20	499	13	50	0	1	1	375	0
Dajalyn❤️😊	6	556	15	50	0	1	1	585	0
roarREACH	21	342	949	550	2	1	1	739	0
TOA Esports 🇹🇷	11	655	1655	23	2	1	1	475	0
amir	16	50	3	27	0	3	3	20	0
Voted Trump Philly❌	21	31377	5467	5936	5	1	1	37181	0
Gabriela	18	58550	1008	76	3	4	3	11	0
schwebewesen	17	803	721	239	52	1	0	583	1
Чорбаџи Ја	9	23144	3947	2929	3	1	1	29430	0
Ochan30🏳️‍🌈	18	20877	795	3092	48	1	0	74216	0
Jennifer Carsten	21	998	33	70	0	1	1	129	1
Nick J. Murphy	20	8147	1052	233	37	1	0	3388	0
Gabrieli	24	1503	104	112	0	1	1	1220	0
Sreekant Shenoy	19	594	241	121	10	1	0	3269	0
ferguson Chong	17	0	0	185	0	1	1	10	1
Litha Communications	13	136	852	2462	10	1	0	765	0
Robin Flores	21	243	106	46	10	1	0	1314	0
Emily Jaceks	21	701	1067	491	22	1	0	4199	0
frenkisvlt	22	10812	53	163	0	1	1	4710	0
andy owen	20	895	3013	2984	21	1	0	781	0
Steve Brookes MBE	20	45505	20731	22776	525	7	7	1162108	1
Lois Lowrance	19	230349	1334	633	2	2	2	53265	0
BigStrongMasc🔞🔞🔞🔞	13	220869	2048	3646	136	1	1	173321	1
Pamela Basham	22	4479	112	396	0	1	1	1630	0
Ian RobertS	21	5031	283	242	20	3	2	5412	0
たあ	18	971	209	421	23	1	1	3719	0
Food Smith	16	680	342	414	18	1	1	647	1
Catharine	23	3725	2596	3749	86	1	1	10824	0
Mathew Hughes	12	2	16	47	0	1	0	21	0
Macca1	15	8647	121	153	4	1	1	25516	0
WBC	14	1353	4368	3823	81	1	0	19193	0
BeckettRainbowRoses	21	4523	971	945	18	1	1	4326	0
🦅 Tiberius Gracchus 🦅	16	65215	35120	36024	10	3	3	69306	0
Lucia Lash	19	1	2	1	0	1	0	16	1
imo	12	2844	98	105	1	1	0	1293	0
Ashley's SHOWDANCE Pro Level	20	1967	1319	316	9	1	0	1743	1
Izrael Muhamad	20	5484	39	171	3	1	1	2184	0
ZombieSquadHQ™	19	374855	6683	1003	170	3	3	175606	0
Cogito Ergo Sum	20	440	33	600	2	1	1	249	0
WhatATwist	23	48125	156	186	0	1	0	5094	0
nugae galleria	6	317	115	276	2	1	0	600	1
avocanet	12	228	805	3265	42	1	0	29165	0
Julene Akimoto	17	0	1	0	0	1	1	16	1
Alex Zapata	14	13542	122	431	1	1	0	2343	0
Julie Miller	13	9480	352	218	5	1	0	17832	0
Vuyo Scott Meqe	11	17	39	137	0	1	0	25	0
keepcalm&returnfire	7	3229	123	292	1	1	1	2134	0
Auli 🦊	3	2806	46	68	1	1	0	6405	0
Shopdongho	15	0	5	122	0	10	0	2708	1
Elizabeth Down	25	3727	84	136	0	1	1	1053	0
Wendy Reid	15	54462	338	272	12	1	1	9971	1
Tania Berry	10	74358	505	880	47	1	0	17706	0
VACUOUS CIPHER	8	65452	2313	1161	169	1	0	213820	0
👑 BIRTHDAY PRINCE 🎉 (11/30)	23	7299	1925	275	6	2	2	3648	0
Goldie	21	6887	324	701	0	1	1	6149	0
Scott 🇨🇦 Griffiths	12	866	13	19	0	1	1	988	0
CIERRA GAINES♡	12	33214	647	342	3	1	0	7951	0
‘’	9	8334	1213	1021	1	1	1	8105	0
Twenty York Street	19	51168	8076	4462	394	1	0	101722	0
I.S.	15	989	234	248	7	4	4	10887	1
Danika Dragomir	15	6215	562	888	17	1	1	26405	1
Adam King	17	3868	687	244	17	1	0	5063	0
Asian Geek Squad	12	7648	10225	66	87	1	0	3527	1
utkuaksoy	3	701	87	161	0	1	0	1435	0
Stella's Art Gallery	14	117	111	170	4	1	0	637	0
Chart Hunter ⚡	19	6	11	2	0	1	1	11	1
🌹¯\_(ツ)_/¯🏴 2eng	25	1694	47	202	1	1	1	239	1
davide carminati	10	18797	597	1333	5	1	1	9920	0
Christian Jensen	22	1397	43	77	0	1	1	13767	0
von Beutelratte	22	5378	69	228	1	1	1	6396	0
alex	17	17329	629	4995	3	6	3	9925	1
My Fluffy Puffs	18	35062	1849	2363	74	1	0	22916	1
nina misses the warriors	20	22437	211	244	4	1	1	9940	0
scipiodesigns	22	3242	170	190	17	1	1	3399	0
kara¹²⁷  atsd	6	42747	568	3065	2	1	0	29078	0
Kellie Steed	23	14024	852	4992	65	1	1	29791	0
Old ScALEy	28	9693	102	316	0	1	1	2894	0
Natural Living Ideas	16	4	4542	740	74	1	0	6239	1
Chris Highland	21	3586	438	285	3	1	1	1575	0
BETTER CALL PIET	20	5977	3678	1321	64	1	0	230838	1
@gri61	23	108728	303	486	1	1	1	84279	1
Jaxx Rivaro	5	8039	110	646	0	1	1	2348	0
Labiba (ラビーバ)✨	11	3793	448	505	1	1	0	1929	0
ETN Academy	21	47	694	349	2	1	0	382	1
Robert van Dijk	10	112	99	74	1	1	1	240	0
Pain vs Guilt ™	20	46941	12215	10973	601	1	1	79402	1
Tallaght TC	11	35	166	207	2	1	0	296	0
Voice of Internet 🌎🚀🌌	23	17716	4912	5289	17	1	1	30570	0
Krystel Knowles	12	313	1498	4291	38	3	1	1508	1
Carter-Zub Building Consultancy	14	144	163	430	4	2	0	161	0
moviedrone	7	72429	4040	1975	173	1	0	121760	1
Anthony ⚖️	24	19260	400	303	5	1	1	49667	1
ralovedor	22	0	0	15	0	1	1	19	1
Jef Delvaux	23	1230	169	964	6	1	1	4355	0
suzi jones	9	378	19	55	0	1	1	118	0
MorganRoberts	19	36431	30030	1462	168	1	1	29681	0
CityofGlasgowCollege	19	14581	12065	1835	166	1	0	17634	0
ma chérie	21	8055	318	252	8	1	1	26750	0
Marion bradley	17	0	2	68	0	1	1	50	1
Pouring Pounds	7	146	3475	2612	46	2	0	29658	0
The Game Crafter	24	5270	7517	95	242	1	1	9639	0
kerem #reges	2	15350	656	469	3	1	0	4683	0
Online Music Promotion	14	18573	5320	4865	23	1	1	15770	0
Nicola Loten	16	99	18	13	0	1	1	27	0
John Carry	16	57	10	46	0	1	0	193	1
Matthew Parvis	28	5470	3463	502	242	1	1	9025	0
Kyrklind Mangan	22	7966	1911	4840	14	2	2	9418	0
Funky Monk Games	15	17	381	1370	1	1	0	26	1
AlbertoS	9	3635	2706	4134	90	1	1	83902	0
Daniel Hirschmann	25	524	1715	380	105	1	1	1458	1
Mark Tapper	20	534	185	500	16	1	1	650	0
Fiona Rooney	22	6675	271	1751	18	1	1	9004	0
Roger P. Beukema Jr.	21	24	5	22	0	1	1	137	0
theretweeter	15	368906	18727	16295	551	2	2	375062	1
Raddy	20	66	514	130	19	1	1	64635	0
jessica garza	23	204	29	107	4	1	1	2854	0
stephan Consolandi	17	0	0	0	0	1	1	11	1
Ayat Khan	12	133	23	136	0	1	1	3	0
E Sylvia	18	21	1092	1413	21	1	0	4743	1
Shevani Raichura	25	543	152	664	2	1	1	211	0
crystalcat23456	12	20	2	10	0	1	0	9	0
Alex Nye	24	5213	2272	2992	51	1	1	5178	1
Human Being🌊🌊	20	68271	1963	3219	3	1	1	40907	0
QOA	5	38322	3545	939	127	1	1	341637	0
Mr & Mrs Henry ford	19	94414	10016	2699	157	1	1	61877	0
Terzulum 🇳🇬	16	13042	3167	3064	2	1	1	5774	0
Annette Carroll  🌊🌊🌊	23	42490	2490	2832	1	1	1	48976	1
Gift of T. Wood	22	722	108	169	19	1	1	2832	1
Issa.mendel's-ohm.1382	12	6753	596	1898	6	2	2	6330	0
Fiona Lucas	22	3577	3820	4883	293	1	0	7266	1
Uncle Rell ♠️	3	64191	1348	972	12	1	0	55882	0
Pauline Burroughs	20	464	321	4302	99	1	1	18954	0
GiraffeJewelleryBox	14	2135	1951	975	191	12	0	25202	1
Brian Maxwell	18	68606	3422	4996	57	1	1	17254	0
I'm a sad snake 🐍	18	258	11	30	0	1	1	445	0
Slavic	11	0	0	0	0	2	0	2	0
Nicholas Sullivan	19	4042	17	157	0	1	1	4078	0
Triem Visual	22	4162	114	43	3	1	0	2831	1
TANKING SZN	19	57171	1080	790	7	1	1	45653	0
Holyweek Asea Mark	1	466	52	86	1	1	0	129	0
W	6	1458	32	83	3	2	1	93	0
Beaulah Lawrence	17	0	0	38	0	1	1	7	1
Sanele	4	1582	909	488	46	1	0	103702	0
D Grace	27	48507	471	1847	3	1	1	15313	1
💞Karren💫💫💫	21	11893	18466	13666	207	1	1	74303	0
Bearalope🐻	21	18403	1399	2212	1	1	1	18422	1
kurotal ＠N♂MAD	20	107874	1950	5004	102	1	1	94616	1
Liam Stokes	22	9073	3858	2174	60	1	1	21728	1
Two Sylvias Press	19	1258	3849	770	195	1	0	7689	1
AC Adams	11	84172	3436	1319	95	52	52	74043	0
AbbyShot	14	5969	3706	4821	86	3	0	14810	0
Kustom Race Parts	17	66	398	180	1	1	0	255	0
Tennille Mahan	17	0	0	0	0	1	1	38	1
Doctor Hug	19	17356	2289	5098	2	1	0	1207	0
Glenn Farley	21	1056	4595	251	249	1	1	9796	0
The Fourth Apparel	16	110	55	261	1	3	0	85	1
😌 Bev 日本語 😌	23	8767	708	602	4	1	1	12260	1
walter evans	7	800	71	166	16	1	1	5669	0
他 Juan (4-6)	24	5592	4163	631	2	1	1	600	0
Ricky J. Poche'	24	67891	6153	6402	15	2	2	48264	0
🌊⚓Laissez les bon temps rouler⚓🌊	22	80189	6068	6665	34	1	1	85549	1
Kaya vd D❤	28	5668	179	465	3	1	1	4007	0
Taylor Montana	10	3735	277	1253	25	1	0	27561	0
LITTLE JOES	22	702	381	837	4	1	0	905	0
Yousef	18	93	23	109	0	1	1	243	0
Cherry the Geek	22	21135	3070	1774	531	1	1	146555	1
*	7	32808	1073	412	0	4	3	1263	0
Cam On Air 🎙	19	1932	880	484	27	4	2	6134	1
Kristin Allen	20	2552	1161	214	89	1	0	37464	1
marisol	7	8856	59	60	1	1	1	9856	0
aunkhan52	22	115	2	36	0	1	1	145	1
Jane Doe	21	137677	3573	560	1	2	2	49044	0
James & Karla Murray	20	766	827	275	34	1	0	8862	0
Rachel Wells 🖤	13	3591	67	141	0	1	1	1597	0
Ben G. Frank	12	171	146	236	44	1	0	2473	0
hipstik	21	1243	319	745	23	1	0	2249	1
AceYourCollegeClasse	13	9	660	812	7	1	0	420	0
Liberty Defender	9	38	107	277	2	2	0	4513	0
Klay	10	35485	272	464	2	1	1	21791	1
Saúl	5	18857	111	488	5	1	1	6833	0
James Corck	21	5109	428	140	20	1	0	11473	0
lawton may	7	176	55	190	0	1	0	289	0
Sarah Kenny	19	1007	1162	1962	38	1	1	4344	1
Cpt. Kivo	14	7604	2769	751	27	1	1	15309	0
Smack Talk Showdown	23	3916	2038	4998	11	1	0	6062	1
Understanding eCommerce	15	1042	3100	1760	150	1	0	10666	0
Mark Scott	21	7284	516	872	1	1	1	3379	0
HeyStephenHey marketing for #indiedev	14	1962	1510	4981	22	1	1	1938	0
Jodi DiBartolomeo	1	1284	44	144	0	1	0	480	0
Matt 🇦🇺	13	308	27	313	0	1	0	110	0
Windows Boy	15	5279	113	351	1	1	1	8216	1
D@v€ ₿	14	41	33	285	0	1	0	25	0
Nazmush Shakib	15	99	2744	4428	1	3	0	1244	1
Doug Delony	23	1465	6067	641	159	1	1	4150	0
Victoria Leeds	16	6894	33945	11865	282	1	1	32786	0
Boo-litical Steve 🎃	23	299515	3225	4995	93	1	1	239115	1
たばさ（あやね）	23	1901	39	116	0	2	2	687	0
Tamara Haslam	12	631	343	712	2	1	0	1084	0
Kristen Renton	20	8669	48333	1834	401	1	1	29649	0
Pray4Trump🌟🌟🌟🇺🇸	19	25092	2775	3112	9	1	1	15806	0
M&M Boutique	13	1	7	5	0	1	0	17	0
Louise Mead	20	150	1054	677	30	1	0	1264	1
Community Page	16	22	6	93	3	3	2	51	0
C.J. Miller	21	860	148	98	6	1	1	67	0
Briarie Heiress👑 Cabbage Patch Doll 😋	16	11993	3122	4164	26	1	1	91307	0
Tebatso Sebolane	21	499	170	350	0	1	1	1241	0
Kellie Collister	24	840	1842	3671	226	1	1	66706	0
Don Salmon	20	175941	4629	856	144	1	1	156976	0
Flexi-Fi	20	1551	630	355	4	7	4	1231	1
jewel60187	21	30884	4134	4995	49	1	1	27338	0
Ben McKeown	22	6276	266	239	0	1	1	9203	0
Jeremy Jordan	22	1752	63	324	0	1	1	2378	0
WhitestoneDome Glass	21	81441	1724	4846	7	2	2	170131	1
🇺🇸 Megan 💋 My Bott 🇺🇸	25	33987	47551	31775	66	1	1	62112	0
Pennine Sports Ltd	22	25	30	138	0	1	1	109	0
plesiosaurio	19	12162	1432	1436	2	1	1	44878	0
Rutherford Mayes	17	0	0	238	0	1	1	88	1
Cypriniform🐳	19	2954	6794	4682	9	1	1	3403	0
Black Cat	16	3564	59	46	1	1	0	1601	0
Linda Carter	22	5880	1381	3148	122	1	1	42796	1
Mr. CrabCakez	21	2137	156	351	0	1	1	1140	0
Marlowe	23	10107	435	798	0	1	1	13728	0
Walt?	25	308	82	219	25	1	1	2191	1
WGXA Rick Devens	9	5650	1399	816	36	1	0	6628	0
Devine Disciples™	18	1059	3715	5	14	1	0	289	1
Kierra Rosaleigh	22	48727	39485	43340	10	1	1	94213	0
Graham Wall	7	1260	36	240	3	1	0	407	0
Nangamso Mahanjana	26	3399	836	912	2	1	1	6424	0
Paul Lloyd	13	14730	649	2091	15	1	0	9667	0
Kathryn Diggens	21	2713	112	360	1	1	1	1680	0
Wilderer Distillery	10	1474	727	375	14	1	0	1543	0
Brave River	18	126	860	1733	149	1	0	2722	0
Steven Edwards	20	7004	151	1035	0	3	3	4216	0
Sarah Hawkins	18	8478	6867	5549	138	1	1	3185	0
Vera Halili	14	7456	79	137	8	1	1	7332	0
ネッシー	24	5597	335	392	22	1	1	22748	0
Fun is around here	13	329	169	248	0	1	0	890	0
Barbara James	20	4221	613	869	12	1	0	1830	1
IdontKnow	14	1	1	25	0	1	0	8	1
James Lind Alliance	19	101	7228	1045	140	1	1	6455	0
Fidget 🦁🛡	24	114067	3053	2967	55	1	1	69276	0
PowertothePedal	18	3572	265	213	1	1	0	1356	1
Sudistek	25	34	5	56	0	1	1	40	0
Christos	18	9	989	2156	13	1	0	16	1
Bakes Direct	15	1	95	438	0	3	0	29	0
B. 🐝	26	6231	2648	1211	2	1	1	2013	0
#ProtectOurVotes #StopCrossCheck #ActiveMeasures	23	9900	1067	1531	74	1	1	113574	0
Dance God of Flow Heaux, First of his Style	22	70510	1840	1241	55	1	1	63476	0
Billy Donaldson	9	404	15	69	0	1	1	82	0
Amber Myers	19	10604	9771	5919	1270	1	1	129521	0
John David Thomas	16	11496	2426	5004	18	1	1	9421	1
Northbank Talent Management	17	2094	3525	2377	127	1	0	5260	0
Joanne Anderson	11	1488	282	308	9	1	1	6109	0
FunkyColdMedina	17	2185	20	15	0	1	0	589	0
Gabriel Richard	22	625	58	566	6	1	0	1457	1
🚫#MannySlowchado🚫	15	22297	2708	2766	3	1	1	7298	0
Jean Kaiser	17	19799	572	898	0	1	1	4531	0
Shizue Toyoda	17	0	0	31	0	1	1	38	1
Emmanuel Hanson	20	2338	870	4677	0	1	0	2199	0
Kandiss Giebenrath	22	157229	4477	4977	57	2	2	174615	1
Fatih ARDIÇ	22	31895	223	360	2	2	2	28521	0
Chrℹstopher L. N¡×🇺🇸❌	20	30011	3377	2653	19	4	4	115945	0
Pietro Rutzen	23	5288	275	254	3	2	2	39852	0
We've Got Talent	11	235	216	686	1	1	0	1406	0
Zanies Chicago	24	3378	6677	1091	167	1	0	6898	0
Black Men Run	14	827	2339	1669	49	1	0	2916	0
Joannie 🎶	19	23634	898	378	1	1	1	8009	1
B Stewart	17	2783	8603	8880	3	1	1	7461	0
Cornish pasty	17	4318	566	71	1	2	1	21341	0
Vijay Sapkota	7	12	31	104	2	1	1	19	0
Stacy Leavy	21	79	142	780	15	1	1	2224	0
Eddie wilton	16	11284	222	680	0	1	1	8679	0
brandon	24	5972	549	379	0	1	1	7344	0
popo-meme	24	733	12	84	0	1	1	71	1
Bear Dawg 🇺🇸	11	9000	95	387	3	1	1	8174	0
Sylvie	24	79	116	183	3	1	1	91	0
pamcotton	15	738	848	2762	50	1	1	3152	1
lisaladyxx	18	276	9	1007	0	1	1	484	0
Mehring Books	14	253	594	1169	40	3	0	5085	0
@TerryParrish1	22	9957	69	127	2	1	1	2757	0
Ivan K. Otim	6	7959	1994	1581	10	1	0	4680	0
maxe	4	21430	311	497	7	1	0	17358	0
Jess Kelly 👩🏻‍💻	20	14059	15954	5381	279	1	1	37791	0
BROOKLYNBEAUTYTV.COM	14	34	1	14	0	3	0	79	0
My Pure Plants	21	102	37	139	0	1	0	60	0
Pbello Café Society	20	11560	604	524	10	1	1	6442	0
$hanny B.	5	31375	1651	359	2	1	0	113166	0
Rochelle Inglis	20	1445	263	372	84	1	0	2906	0
Any God of Yours	25	10637	421	344	26	1	1	60156	1
Frances Polster	20	28359	6588	5361	878	20	20	453493	1
La Gloria Segovia	5	23	54	84	1	1	0	797	0
Sursie	23	164556	2636	3185	138	1	1	110935	0
Delsinia	20	3854	120	1084	0	2	2	383	0
Mike Kerrigan	16	10302	594	296	21	1	1	42936	0
Jbd	20	3976	106	321	0	1	1	5832	0
Taryn Frazee	23	552	231	706	11	1	0	734	0
lenny wells	20	254	157	4211	64	1	1	9146	0
Christine Locke	20	2694	9675	7891	316	1	0	3654	0
Таки Да	24	1036	47	3106	1	1	1	2011	0
jmuhj1	20	285309	2033	2602	183	2	2	731663	1
Dr. Sadhana Singh	23	20396	616	752	15	3	3	25673	0
Promises	16	535	1425	2968	1	2	1	41679	0
Melvin E. Toledo, Jr	22	5322	67	917	0	1	1	185	0
camila yañez	20	1057	11	38	0	1	1	1526	0
susan hominiuk	24	83740	792	335	3	1	1	91638	0
Blackwell's Leeds	23	1701	1442	1432	47	1	0	2537	0
Kelsie Battin	12	1787	176	154	1	1	0	7989	0
Budiongan Randazzo	17	0	1	0	0	1	1	96	1
True North Bricks	8	417	483	217	11	1	0	1144	0
Warren Williams	18	72	795	1230	1	1	0	113	0
Karen Wilson	13	27	143	407	24	1	0	7095	0
stardan52	12	5622	759	2017	0	1	1	8999	0
Roberto Perez	21	76758	570	319	77	1	1	99865	0
Salty Pepper	22	122	191	1174	3	1	0	695	1
Syd Ocker🧜🏼‍♀️	23	12740	308	270	6	1	0	1210	0
vinylmnky	13	3434	2667	3008	64	1	0	2904	0
scrindies	14	619	3064	3199	10	1	1	6611	0
afasan	22	99	6	121	1	1	1	330	1
thatguy	15	3592	79	631	0	1	1	558	0
Kim Lee	6	17069	385	1477	4	1	0	10163	0
Karrasamelia	20	59204	3359	4876	3	4	4	65926	1
SEO Scandinavia	15	3035	875	72	32	5	5	3014	1
Rachel Sollis	22	108	17	258	0	2	2	555	0
Clarise Bradley	6	995	67	222	0	1	1	2435	0
Julie Josling	22	235	12	281	0	1	1	2502	0
Z Besties	22	9291	5539	4688	332	1	1	12873	1
🌸J Lynn🌸	7	5522	1096	995	4	1	1	648	0
RoadToSuccess	19	718	860	2018	42	3	1	15518	1
Jay Toner	9	3400	71	337	0	1	1	2168	0
Shawn Collier	18	3861	463	149	31	1	1	12138	0
Cab Chat Radio Show	24	188	1762	3197	16	1	1	1695	1
9erNative	16	7298	366	474	3	2	2	3188	0
ECig	20	104	6552	2869	204	1	1	206707	1
heystartup	19	7860	3158	2331	1571	1	1	140527	0
Supermart.ng	20	1451	2696	354	111	1	0	9173	1
☀️|🦇|👕| Tiny |👕|🦇|☀️	7	7795	476	858	5	1	1	6006	0
The Fabric Room	17	163	40	101	0	1	0	160	1
Catch 22	13	28993	110	291	0	1	1	2465	0
Bryan Schuerman, M.Ed.	20	10023	1140	3102	48	1	1	47094	0
Elena 💕	24	3747	294	4182	4	3	3	11031	0
Amy Star	22	484	55	112	1	1	1	12358	0
Toufik Behziz	2	417	34	7	0	1	0	1716	0
Black Fawn Distro	14	14076	2139	2336	38	1	0	2252	0
Asante	21	17574	2696	4999	41	1	1	26835	0
🇺🇸⭐️Dick Ritchie⭐️	14	3454	178	324	13	1	0	4559	0
France Startup	12	92	13529	315	557	1	0	7664	0
Sophie Hayes	24	1154	213	322	15	1	0	2896	1
SkullysCtz	26	78	609	895	4	1	0	754	1
Ruramayi	22	4156	1228	679	12	1	0	23725	0
DarkOblivionDH #KH3Jan292019	22	28050	739	5002	7	1	1	17102	1
❌RespectGoesBothWays!	12	33552	442	442	6	2	0	49925	0
Nicky2Cards	17	90259	7528	6974	3	1	1	16515	0
Jen Cantwell	22	488	341	856	17	1	0	480	0
prayingnation	19	24636	554	774	0	1	1	5810	0
Alisha  Rhymer	11	36902	2994	4949	5	1	1	25591	1
Sasha Loftis	5	1249	3477	2168	144	1	0	17970	0
Yeemo Rat🐀	6	55831	190	90	0	1	1	46095	0
Mikey P. 🇸🇰	13	4902	480	426	1	1	0	21873	0
Finodon	25	5605	160	181	2	1	1	5442	0
Flightsbank	24	36	129	578	8	1	0	301	1
Jorge Rittatore	11	13312	2797	3919	46	1	1	13402	0
caroline ramsey	23	1498	72	295	0	1	1	435	1
Tenba UK	12	1821	718	1278	7	1	0	300	1
It's A.G	6	726	739	1560	5	1	0	10153	0
Alice White	8	4914	890	70	29	1	0	2099	0
jacqz1	16	26048	1036	1951	53	1	0	41712	0
CryptoSweet1	20	203	400	173	9	1	1	137	1
Maria Krysoula 🌊	19	7058	2485	4995	17	1	0	3885	0
khakhathi	16	22900	3225	4997	1	3	3	12983	0
Scott Furukawa	22	6113	75	404	1	1	1	4951	0
Reality Tech	25	276	87	97	0	2	2	267	1
Stuck in the Riddle	25	14	87	68	1	1	0	778	0
HENRY ♓	15	8286	644	2174	3	1	1	9647	0
Isaías Aguilar	7	339	164	139	3	1	0	4440	0
Dagger	22	259	22	335	0	1	1	265	0
stephen stephens	15	5578	7831	7836	2	1	1	21501	0
Shona Moore	19	24360	767	764	152	1	1	39912	0
Rachel Smith-Lyte	22	1044	254	279	31	1	1	1089	0
DeGrom is the 🐐	19	12885	361	394	12	1	1	30028	0
leia	18	25833	2183	140	23	1	0	14779	1
Toen was geluk...🇳🇱🇺🇸	19	10164	628	662	1	1	1	16386	0
QCripple	23	7694	1141	3400	44	1	1	44156	1
DartmoorNationalPark	23	5220	16140	379	269	1	0	8742	0
Chris Houston Ⓥ	22	19887	648	433	38	1	1	21459	0
elizabeth snow. TRUMP is a MANIPULATOR. WISE UP!!	14	23228	1099	1570	22	1	1	38215	0
Kogan Page Logistics, Supply Chain & Operations	19	586	4931	852	120	1	1	6608	1
Paul Burgoyne	20	3726	125	179	10	1	0	6491	0
Mohammed Al Saud	14	0	0	0	0	1	0	1	1
SilverFox	15	11100	423	542	1	1	1	13502	0
MV Marketing UK	12	25	24	45	0	1	0	112	0
Chris 🖑	10	25843	444	655	21	1	1	15813	0
adafruit industries	20	1441	153323	699	4444	2	0	94292	1
Amy Edmonds	21	4706	535	463	14	1	1	19432	0
Woodman dds Melissia	17	0	1	0	0	1	1	21	1
Liverpool Vision Biz	14	659	3557	2140	102	1	0	3436	0
s t e p h a n i e 🌎	22	11808	362	3145	5	5	5	10547	1
Guilherme	22	278	27	39	0	1	1	15	0
Carles G Estany	15	2786	133	486	1	1	1	1434	1
blue jimin	17	1710	7	66	0	1	1	2090	1
